date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered_confirmed,total_recovered_not_confirmed
2020-03-26,VD,1121,46.544,6.51879,2,0,0,0,0,0
2020-03-26,SO,4500,47.2084,7.53011,4,0,0,0,0,0
2020-03-26,BE,2518,47.1214,7.08312,1,0,0,0,0,0
2020-03-26,VD,1852,46.357,6.84387,2,0,1,0,0,0
2020-03-26,VD,1867,46.296,7.02019,1,0,0,0,0,0
2020-03-26,BE,3123,46.8927,7.50675,0,0,0,0,0,1
2020-03-26,VD,1808,46.5035,6.88124,2,0,0,0,0,0
2020-03-26,VD,1063,46.6601,6.75368,3,0,0,0,0,0
2020-03-26,BE,3098,46.9043,7.39781,1,0,0,0,0,0
2020-03-26,BS,4056,47.5487,7.58768,1,0,0,0,0,0
2020-03-26,FR,1474,46.8212,6.81007,3,0,0,0,0,0
2020-03-26,VD,1302,46.5748,6.53683,5,1,1,0,0,0
2020-03-26,FR,1619,46.5225,6.94392,2,0,0,0,0,0
2020-03-26,GE,1246,46.2614,6.21398,4,0,1,2,0,1
2020-03-26,FR,1728,46.7222,7.08908,2,0,0,0,0,0
2020-03-26,BE,2746,47.2854,7.45199,1,0,0,0,0,0
2020-03-26,VD,1128,46.5381,6.43971,1,0,0,0,0,0
2020-03-26,VD,1182,46.4573,6.30012,1,0,0,0,0,0
2020-03-26,VD,1608,46.5621,6.86249,4,0,0,0,0,0
2020-03-26,VD,1376,46.6463,6.59021,2,0,0,0,0,0
2020-03-26,FR,1653,46.6172,7.12698,1,0,0,0,0,0
2020-03-26,JU,2903,47.3855,7.081,1,0,0,0,0,0
2020-03-26,VS,1972,46.297,7.40042,2,0,0,0,0,0
2020-03-26,JU,2882,47.3577,7.15331,1,0,0,0,0,0
2020-03-26,BL,4442,47.4436,7.84197,1,0,0,0,0,0
2020-03-26,JU,2824,47.3509,7.42703,1,0,0,0,0,0
2020-03-26,VS,1927,46.0774,7.10281,1,0,0,0,0,0
2020-03-26,VD,1884,46.281,7.00893,2,0,0,0,0,0
2020-03-26,VD,1163,46.4842,6.42174,2,0,0,1,0,0
2020-03-26,SZ,8847,47.1618,8.78307,1,0,0,0,0,0
2020-03-26,VS,1925,46.0715,6.94664,1,0,0,0,0,0
2020-03-26,AG,4310,47.5559,7.80463,1,0,0,0,0,0
2020-03-26,NE,2108,46.934,6.63054,2,0,0,0,0,0
2020-03-26,GE,1212,46.1828,6.1205,13,1,1,0,0,0
2020-03-26,ZH,8000,47.3605,8.47522,1,0,0,0,0,0
2020-03-26,VS,1895,46.3078,6.87128,4,0,0,0,0,0
2020-03-26,JU,2852,47.3309,7.31766,1,0,0,0,0,0
2020-03-26,BE,3622,46.7753,7.68273,1,0,0,0,0,0
2020-03-26,VD,1188,46.5267,6.28937,2,0,0,0,0,0
2020-03-26,LU,6043,47.0723,8.36847,1,0,0,0,0,0
2020-03-26,VD,1586,46.9324,7.03689,1,0,0,0,0,0
2020-03-26,ZH,8602,47.4107,8.63457,1,0,0,0,0,0
2020-03-26,VD,1322,46.6852,6.48278,1,0,0,0,0,0
2020-03-26,VS,1963,46.2258,7.27057,2,0,0,0,0,1
2020-03-26,VD,1407,46.7266,6.71463,2,0,0,0,0,0
2020-03-26,VD,1068,46.5363,6.68942,1,1,0,0,0,0
2020-03-26,GE,1220,46.2212,6.10785,5,0,1,0,0,0
2020-03-26,NE,2022,46.9312,6.80413,2,0,0,0,0,0
2020-03-26,BE,2520,47.0753,7.10165,1,0,0,0,0,0
2020-03-26,FR,1744,46.7423,6.99744,1,0,0,0,0,0
2020-03-26,GR,7742,46.3525,10.0617,1,0,0,0,0,0
2020-03-26,FR,1527,47.6585,8.75283,0,1,0,0,0,0
2020-03-26,VD,1169,46.5242,6.40905,1,0,0,0,0,0
2020-03-26,BE,2720,47.2272,7.0968,1,0,0,0,0,0
2020-03-26,FR,1624,46.5976,6.92027,1,0,0,0,0,0
2020-03-26,JU,2830,47.3347,7.37428,1,0,0,0,0,0
2020-03-26,VD,1580,46.8847,7.03835,3,0,0,0,0,0
2020-03-26,GE,1293,46.2573,6.13649,7,1,1,0,0,0
2020-03-26,VD,1514,46.6897,6.80936,1,0,0,0,0,0
2020-03-26,BS,4053,47.5577,7.59366,2,0,0,0,0,0
2020-03-26,VS,1903,46.1734,7.05089,1,0,0,0,0,0
2020-03-26,VD,1522,46.7076,6.81424,4,0,1,1,0,0
2020-03-26,NE,2088,47.0505,7.02402,1,0,0,0,0,0
2020-03-26,VD,1142,46.5862,6.42198,1,0,0,0,0,0
2020-03-26,VS,1937,45.9723,7.1014,1,0,0,0,0,0
2020-03-26,ZH,8125,47.3464,8.60151,1,0,0,0,0,0
2020-03-26,ZH,8706,47.2804,8.65256,2,0,0,0,0,0
2020-03-26,VD,1044,46.6729,6.67843,0,1,0,0,0,0
2020-03-26,VD,1148,46.6244,6.39314,2,0,0,0,0,0
2020-03-26,VD,1145,46.5478,6.31749,1,1,0,0,0,0
2020-03-26,JU,2338,47.223,6.98615,1,0,0,0,0,0
2020-03-26,VD,1029,46.5658,6.56097,4,0,0,0,0,0
2020-03-26,ZH,8038,47.3828,8.53081,3,0,0,0,0,0
2020-03-26,AG,5312,47.56,8.25304,1,0,0,0,0,0
2020-03-26,SZ,6405,47.1019,8.47078,1,0,0,0,0,0
2020-03-26,VS,3920,45.9897,7.75248,1,0,0,0,0,1
2020-03-26,FR,1485,46.7802,6.83071,2,0,0,0,0,0
2020-03-26,VD,1034,46.5983,6.58174,1,0,0,0,0,0
2020-03-26,FR,1649,46.701,7.11002,1,0,0,0,0,0
2020-03-26,VD,1305,46.6128,6.52905,4,0,1,0,0,0
2020-03-26,VD,1132,46.5006,6.4437,2,0,0,0,0,0
2020-03-26,FR,1694,46.7,7.01682,0,0,1,0,0,0
2020-03-26,ZH,8600,47.3905,8.61731,3,0,0,0,0,0
2020-03-26,VD,1801,46.4821,6.83138,3,0,0,0,0,0
2020-03-26,FR,3175,46.8793,7.31963,1,0,0,0,0,0
2020-03-26,BE,3506,46.9055,7.63245,1,0,0,0,0,0
2020-03-26,BE,3415,47.017,7.66627,1,0,0,0,0,0
2020-03-26,GE,1248,46.2936,6.24455,1,0,0,0,0,0
2020-03-26,LU,6038,47.1239,8.40284,1,0,0,0,0,0
2020-03-26,GE,1283,46.1986,5.98868,2,0,0,0,0,0
2020-03-26,FR,1564,46.8626,7.01607,1,0,0,0,0,0
2020-03-26,AG,5430,47.4668,8.3413,1,0,0,0,0,0
2020-03-26,GE,1232,46.1742,6.08879,1,0,0,0,0,1
2020-03-26,VD,1406,46.7544,6.69921,1,0,0,0,0,0
2020-03-26,VD,1438,46.7596,6.56497,1,0,0,0,0,0
2020-03-26,FR,1673,46.5825,6.80505,4,0,0,0,0,0
2020-03-26,GE,1239,46.2759,6.11764,1,0,0,0,0,0
2020-03-26,AG,5400,47.4651,8.28966,3,0,0,0,0,1
2020-03-26,FR,1566,46.8916,6.90385,1,0,1,0,0,0
2020-03-26,LU,6003,47.0471,8.32522,1,0,0,0,0,0
2020-03-26,FR,1636,46.6003,7.1193,2,0,0,0,0,0
2020-03-26,VD,1273,46.4864,6.17829,1,0,0,0,0,0
2020-03-26,VD,1348,46.5822,6.21866,1,0,0,0,0,0
2020-03-26,FR,1734,46.764,7.19893,0,0,0,0,0,1
2020-03-26,GE,1241,46.2108,6.23199,2,0,1,0,0,0
2020-03-26,TI,6924,45.9999,8.93555,1,0,0,0,0,0
2020-03-26,GE,1292,46.2389,6.13844,3,0,0,0,0,1
2020-03-26,VD,1076,46.5857,6.74403,1,0,0,0,0,0
2020-03-26,VD,1428,46.8809,6.71804,1,0,0,0,0,0
2020-03-26,TI,6595,46.1742,8.90166,1,0,0,0,0,0
2020-03-26,BE,1595,46.8947,7.08836,1,0,0,0,0,0
2020-03-26,VD,1435,46.7269,6.57874,1,0,0,0,0,0
2020-03-26,VD,1562,46.8368,6.96621,2,0,0,0,0,0
2020-03-26,FR,1532,46.7924,6.91204,1,0,0,0,0,0
2020-03-26,FR,1730,46.7498,7.08364,2,0,0,0,0,0
2020-03-26,VS,3961,46.2222,7.58254,3,0,0,0,0,0
2020-03-26,GE,1216,46.2109,6.11806,2,0,0,0,0,0
2020-03-26,GE,1258,46.156,6.08467,0,0,1,0,0,0
2020-03-26,GE,1255,46.1716,6.16667,3,0,0,0,0,0
2020-03-26,SO,4532,47.2145,7.5559,1,0,0,0,0,0
2020-03-26,BE,3073,47.131,7.53128,1,0,0,0,0,0
2020-03-26,VD,1420,46.8306,6.60986,1,0,0,0,0,0
2020-03-26,VS,1933,46.0694,7.14565,1,0,0,0,0,0
2020-03-26,VD,1036,46.5894,6.56601,5,1,1,0,0,0
2020-03-26,VD,1279,46.3401,6.1543,1,0,0,0,0,0
2020-03-26,VD,1464,46.7669,6.76811,1,0,1,0,0,0
2020-03-26,VS,1923,46.1195,6.99892,3,0,0,0,0,0
2020-03-26,VD,1377,46.6448,6.56939,1,0,0,0,0,0
2020-03-26,VD,1168,46.5064,6.42647,1,0,0,0,0,0
2020-03-26,GE,1244,46.2261,6.2211,4,0,0,0,0,0
2020-03-26,TI,6648,46.1867,8.81416,1,0,0,0,0,0
2020-03-26,VD,1274,46.3966,6.19153,1,0,0,0,0,0
2020-03-26,FR,1791,46.8719,7.13106,2,0,0,0,0,0
2020-03-26,GE,1243,46.219,6.25967,1,0,0,0,0,0
2020-03-26,VD,1847,46.3754,6.91683,1,0,0,0,0,0
2020-03-26,BE,3174,46.9014,7.34942,1,0,0,0,0,0
2020-03-26,FR,1733,46.7242,7.14383,4,0,0,0,0,0
2020-03-26,FR,1763,46.8237,7.14836,4,0,0,0,0,0
2020-03-26,GE,1245,46.2553,6.19872,3,0,3,0,0,0
2020-03-26,VD,1854,46.3525,7.01108,2,0,0,0,0,0
2020-03-26,GE,1211,46.1964,6.19204,1,0,0,0,0,0
2020-03-26,VS,1964,46.2725,7.25473,2,0,0,0,0,0
2020-03-26,VS,1902,46.1482,6.94813,0,0,1,0,0,0
2020-03-26,VD,1433,46.7189,6.60201,1,0,0,0,0,0
2020-03-26,ZH,8405,47.4968,8.73431,2,0,0,0,0,0
2020-03-26,FR,3212,46.8941,7.17192,2,0,0,0,0,0
2020-03-26,VD,1313,46.6543,6.47831,1,0,0,0,0,0
2020-03-26,FR,1528,46.7397,6.8499,1,0,0,0,0,0
2020-03-26,VD,1515,46.6962,6.78591,1,0,0,0,0,0
2020-03-26,BE,3063,46.9806,7.47452,1,0,0,0,0,0
2020-03-26,GE,1254,46.2397,6.27801,1,0,0,0,0,0
2020-03-26,VD,1587,46.9091,7.01848,1,1,1,0,0,0
2020-03-26,VD,1147,46.6024,6.3697,1,0,0,0,0,1
2020-03-26,VS,1969,46.1581,7.45727,1,0,0,0,0,0
2020-03-26,VD,1307,46.3468,7.16329,0,0,1,0,0,0
2020-03-26,VD,1261,46.4981,6.22595,3,0,0,0,0,0
2020-03-26,SO,2540,47.1972,7.38753,1,0,0,0,0,0
2020-03-26,BE,3018,46.9476,7.40646,0,0,1,0,0,0
2020-03-26,GE,1256,46.1588,6.15085,2,0,1,0,0,1
2020-03-26,VS,1985,46.0983,7.51536,1,0,0,0,0,0
2020-03-26,FR,1726,46.7277,7.06627,1,0,0,0,0,0
2020-03-26,FR,1762,46.8127,7.12558,1,1,1,0,0,0
2020-03-26,FR,1717,46.7865,7.2215,1,0,0,0,0,0
2020-03-26,BE,2738,47.2398,7.35924,1,0,0,0,0,0
2020-03-26,FR,1784,46.8643,7.12628,1,0,0,0,0,0
2020-03-26,VD,1262,46.3815,6.20394,0,0,1,0,0,0
2020-03-26,SG,9000,47.4221,9.37595,2,0,0,0,0,1
2020-03-26,FR,1740,46.7652,7.06456,1,0,0,0,0,0
2020-03-26,VD,1846,46.349,6.89461,1,0,0,0,0,0
2020-03-26,VD,1059,46.6241,6.73051,1,0,0,0,0,0
2020-03-26,ZH,8106,47.4515,8.46381,1,0,0,0,0,0
2020-03-26,FR,1712,46.8163,7.22098,1,0,0,0,0,0
2020-03-26,BE,3013,46.9482,7.44001,2,0,0,0,0,0
2020-03-26,BE,2500,47.1471,7.29099,3,0,0,0,0,1
2020-03-26,VS,1932,46.0642,7.08243,1,0,0,0,0,0
2020-03-26,ZH,8700,47.3188,8.61487,1,0,0,0,0,0
2020-03-26,TI,6962,46.0134,8.97,1,0,0,0,0,0
2020-03-26,ZH,8610,47.3532,8.72169,2,0,0,0,0,0
2020-03-26,VD,1683,46.6686,6.85802,2,0,0,0,0,0
2020-03-26,VS,1868,46.2632,6.95207,0,0,1,0,0,0
2020-03-26,VD,1268,46.4715,6.26516,1,0,0,0,0,0
2020-03-26,VD,1545,46.8887,6.90678,0,0,1,0,0,0
2020-03-26,FR,1677,46.6384,6.87385,2,0,0,0,0,0
2020-03-26,VD,1584,46.9041,6.99865,1,0,0,0,0,0
2020-03-26,VS,1966,46.328,7.41024,1,0,0,0,0,1
2020-03-26,FR,3186,46.8447,7.19101,1,0,0,0,0,0
2020-03-26,VD,1173,46.4788,6.37269,0,0,0,0,0,1
2020-03-26,VS,3971,46.2886,7.4763,0,0,1,0,0,0
2020-03-26,VD,1183,46.452,6.28623,2,0,0,0,0,0
2020-03-26,ZH,8180,47.528,8.54082,1,0,0,0,1,1
2020-03-26,NW,6370,46.9589,8.36338,1,0,0,0,0,0
2020-03-26,BE,2742,47.2782,7.32183,1,0,0,0,0,0
2020-03-26,OW,6390,46.8197,8.43414,4,0,0,0,0,1
2020-03-26,VS,1943,45.9805,7.14061,0,0,0,0,0,1
2020-03-26,JU,2908,47.3915,6.93364,1,0,0,0,0,0
2020-03-26,VS,1898,46.3702,6.80445,1,0,0,0,0,0
2020-03-26,VD,1267,46.42,6.23694,0,0,0,1,0,0
2020-03-26,GE,1231,46.1889,6.17799,1,0,0,0,0,0
2020-03-26,VD,1185,46.4754,6.33631,2,0,0,0,0,0
2020-03-26,GE,1286,46.1477,6.04707,1,0,0,0,0,0
2020-03-26,VS,1945,45.9802,7.18841,1,0,0,0,0,0
2020-03-26,VD,1299,46.3643,6.20516,1,0,0,0,0,0
2020-03-26,ZH,8044,47.3828,8.53081,2,0,0,0,0,0
2020-03-26,ZH,8057,47.3828,8.53081,4,0,1,0,0,0
2020-03-26,ZH,8045,47.3828,8.53081,2,0,0,0,0,0
2020-03-26,ZH,8052,47.3828,8.53081,3,0,0,0,0,0
2020-03-26,ZG,6300,47.15,8.5233,0,0,2,0,0,0
2020-03-26,ZH,8154,47.4776,8.53229,1,0,0,0,0,0
2020-03-26,ZH,8307,47.435,8.68229,1,0,0,0,0,0
2020-03-26,SO,4600,47.3448,7.90014,1,0,0,0,0,0
2020-03-26,VD,1174,46.4919,6.34586,1,0,0,0,0,0
2020-03-26,ZH,8400,47.4968,8.73431,1,0,1,0,0,0
2020-03-26,ZH,8051,47.3828,8.53081,2,0,0,0,0,0
2020-03-26,FR,1626,46.6507,6.94199,0,0,1,0,0,0
2020-03-26,SZ,8843,47.0302,8.78219,1,0,0,0,0,0
2020-03-26,VS,1994,46.1984,7.3181,1,0,0,0,0,0
2020-03-26,VD,1453,46.8425,6.55882,3,0,0,0,0,0
2020-03-26,SZ,8806,47.2013,8.72789,1,0,0,0,0,0
2020-03-26,ZH,8064,47.3982,8.48525,1,0,0,0,0,0
2020-03-26,VD,1144,46.5532,6.37732,0,1,0,0,0,0
2020-03-26,LU,6004,47.0471,8.32522,1,0,0,0,0,0
2020-03-26,ZH,8708,47.2596,8.69992,3,0,0,0,0,0
2020-03-26,VD,1442,46.7898,6.60616,2,0,0,0,0,0
2020-03-26,BE,3052,46.9942,7.45243,0,1,0,0,0,0
2020-03-26,VD,1452,46.829,6.53882,1,0,0,0,0,0
2020-03-26,VD,1450,46.8242,6.50105,9,0,0,0,0,0
2020-03-26,VD,1358,46.7472,6.52942,1,0,0,0,0,0
2020-03-26,VD,1436,46.7691,6.60507,1,0,0,0,0,0
2020-03-26,VD,1189,46.5156,6.32499,1,0,0,0,0,0
2020-03-26,FR,1609,46.583,6.8814,1,0,0,0,0,0
2020-03-26,VD,1325,46.687,6.38445,2,0,0,0,0,0
2020-03-26,VD,1454,46.8417,6.48261,1,0,0,0,0,0
2020-03-26,VD,1338,46.7349,6.41029,1,0,0,0,0,0
2020-03-26,SG,8640,47.2229,8.81565,2,0,0,0,0,0
2020-03-26,VD,1266,46.4091,6.22851,1,0,0,0,0,0
2020-03-26,SG,8645,47.2331,8.85944,2,0,0,0,0,0
2020-03-26,BE,3608,46.7466,7.62217,1,0,0,0,0,0
2020-03-26,VD,1612,46.5444,6.85408,1,0,0,0,0,0
2020-03-26,VD,1061,46.6435,6.72612,0,0,1,0,0,0
2020-03-26,BE,3423,47.0976,7.60424,1,0,0,0,0,0
2020-03-26,ZH,8546,47.5502,8.80295,1,0,0,0,0,0
2020-03-26,VD,1077,46.5734,6.77662,1,0,0,0,0,0
2020-03-26,FR,1699,46.5984,6.86956,1,0,0,0,0,0
2020-03-26,NE,2054,47.0729,6.92559,3,0,0,0,0,0
2020-03-26,VS,1906,46.1213,7.13673,1,0,0,0,0,0
2020-03-26,VS,1947,46.066,7.23322,0,0,1,0,0,0
2020-03-26,FR,1533,46.7849,6.88499,1,0,0,0,0,0
2020-03-26,NE,2016,46.944,6.84792,3,0,0,0,0,0
2020-03-26,BS,4051,47.5577,7.59366,1,0,0,0,0,0
2020-03-26,VD,1143,46.555,6.41656,1,0,0,0,0,0
2020-03-26,VD,1404,46.7704,6.69113,0,0,0,0,0,1
2020-03-26,FR,1482,46.809,6.86159,1,0,1,0,0,0
2020-03-26,ZH,8302,47.458,8.58538,1,0,0,0,0,0
2020-03-26,JU,2916,47.4174,6.95286,1,0,0,0,0,0
2020-03-26,NE,2014,46.9689,6.83713,0,0,0,0,0,1
2020-03-26,BE,4538,47.2541,7.67756,1,0,0,0,0,0
2020-03-26,ZH,8047,47.3828,8.53081,1,0,0,0,0,0
2020-03-26,NE,2114,46.8952,6.58983,0,1,0,0,0,0
2020-03-26,BE,4704,47.2662,7.70381,1,0,0,0,0,0
2020-03-26,SO,2544,47.2085,7.41884,1,0,0,0,0,0
2020-03-26,SO,4513,47.2217,7.51553,1,0,0,0,0,0
2020-03-26,VD,1001,46.5196,6.63233,1,0,0,0,0,0
2020-03-26,BE,2735,47.232,7.28501,1,0,0,0,0,0
2020-03-26,BE,3072,46.9559,7.49559,0,0,1,0,0,0
2020-03-26,SO,4702,47.2879,7.72268,1,0,0,0,0,0
2020-03-26,ZH,8008,47.3771,8.53955,1,0,0,0,0,0
2020-03-26,VD,1116,46.5725,6.45321,1,0,0,0,0,0
2020-03-26,VD,1414,46.6967,6.74929,1,0,0,0,0,0
2020-03-26,BE,3715,46.4737,7.55514,1,0,0,0,0,0
2020-03-26,NE,2316,46.9973,6.73019,1,0,0,0,0,0
2020-03-26,VD,1427,46.8487,6.6697,1,0,0,0,0,0
2020-03-26,VS,1899,46.3203,6.87658,1,0,0,0,0,0
2020-03-26,BL,4466,47.4731,7.87841,0,0,0,0,0,1
2020-03-26,ZH,8800,47.2875,8.5592,1,0,0,0,0,0
2020-03-26,VD,1446,46.7877,6.49944,1,0,0,0,0,0
2020-03-26,VD,1124,46.5852,6.51182,0,0,1,0,0,0
2020-03-26,ZH,8902,47.3798,8.42249,0,0,0,0,0,1
2020-03-26,ZH,8953,47.402,8.39834,2,0,0,0,0,0
2020-03-26,ZH,8903,47.3537,8.43545,1,0,0,0,0,0
2020-03-26,BE,2608,47.1765,7.07265,1,0,0,0,0,0
2020-03-26,LU,6005,47.0471,8.32522,1,0,0,0,0,0
2020-03-26,ZH,8404,47.4968,8.73431,2,0,0,0,0,0
2020-03-26,VD,1552,46.7748,6.92181,1,0,0,0,0,0
2020-03-26,SG,8715,47.2193,8.89504,1,0,0,0,0,0
2020-03-26,SG,8882,47.1194,9.24978,1,0,0,0,0,0
2020-03-26,BL,4410,47.4854,7.72573,1,0,0,0,0,0
2020-03-26,VS,1873,46.1917,6.88894,0,1,0,0,0,0
2020-03-26,VD,1832,46.4489,6.91388,0,0,0,1,1,0
2020-03-26,ZH,8036,47.3828,8.53081,1,0,0,0,0,0
2020-03-26,TI,6900,46.0079,8.97601,1,0,0,0,0,0
2020-03-26,BE,2827,47.3313,7.55302,0,0,0,0,0,1
2020-03-26,ZH,8952,47.395,8.44891,0,0,0,0,0,1
2020-03-26,BE,3293,47.126,7.34868,1,0,0,0,0,0
2020-03-26,BS,4057,47.5487,7.58768,1,0,0,0,0,0
2020-03-26,FR,1695,46.7169,7.01664,1,0,0,0,0,0
2020-03-26,GR,7457,46.4578,9.66231,1,0,0,0,0,0
2020-03-27,VD,1012,46.5263,6.65689,49,4,3,0,0,2
2020-03-27,VD,1097,46.5004,6.73385,4,0,1,0,0,0
2020-03-27,BE,3000,46.9476,7.40646,1,0,0,0,0,0
2020-03-27,VD,1009,46.5215,6.6695,55,0,7,1,0,4
2020-03-27,VD,1030,46.5523,6.55006,28,0,2,0,0,3
2020-03-27,TI,6612,46.1551,8.76597,2,0,0,0,0,0
2020-03-27,VD,1024,46.5272,6.55068,24,1,2,0,0,4
2020-03-27,VD,1066,46.5507,6.66843,26,0,4,0,0,0
2020-03-27,VD,1005,46.5196,6.63233,77,4,6,0,0,1
2020-03-27,VD,1092,46.5269,6.68728,18,0,3,2,0,1
2020-03-27,VD,1018,46.552,6.65231,59,2,3,0,0,1
2020-03-27,FR,1630,46.6075,7.04615,22,0,1,0,0,0
2020-03-27,FR,1615,46.5289,6.84814,2,0,0,0,0,0
2020-03-27,VD,1110,46.514,6.49313,30,1,1,0,0,2
2020-03-27,VD,1136,46.5288,6.44066,3,0,0,0,0,0
2020-03-27,GE,1201,46.2058,6.14139,24,1,3,0,0,0
2020-03-27,GE,1213,46.1825,6.10362,27,2,2,0,0,0
2020-03-27,VS,1907,46.1363,7.18429,6,0,0,0,0,0
2020-03-27,VD,1004,46.5196,6.63233,128,4,15,2,0,12
2020-03-27,VD,1006,46.5196,6.63233,65,1,8,1,0,6
2020-03-27,VD,1010,46.552,6.65231,45,3,3,1,0,3
2020-03-27,VD,1197,46.4007,6.25511,4,1,0,0,0,0
2020-03-27,NE,2068,47.0153,6.92269,6,0,0,0,0,0
2020-03-27,VD,1164,46.4659,6.41282,1,0,0,0,0,0
2020-03-27,GE,1205,46.2058,6.14139,56,1,2,0,0,1
2020-03-27,VD,1814,46.4549,6.86935,20,0,0,0,0,1
2020-03-27,GE,1204,46.2058,6.14139,6,0,1,0,0,1
2020-03-27,FR,1470,46.8496,6.85668,7,0,1,0,0,0
2020-03-27,VD,1806,46.464,6.88208,6,0,2,0,0,0
2020-03-27,GE,1234,46.172,6.15828,7,0,0,0,0,0
2020-03-27,VD,1053,46.5966,6.64064,22,0,2,1,0,3
2020-03-27,NE,2012,46.9775,6.87869,3,0,0,0,0,0
2020-03-27,VD,1091,46.5034,6.72197,16,0,0,1,0,1
2020-03-27,FR,1700,46.8042,7.15974,43,3,5,0,0,0
2020-03-27,VD,1162,46.4854,6.44719,11,0,0,0,0,0
2020-03-27,NE,2300,47.1102,6.83338,20,1,0,0,0,1
2020-03-27,FR,1565,46.874,6.96896,3,0,0,0,0,0
2020-03-27,VS,1976,46.2581,7.30761,1,0,2,0,0,0
2020-03-27,VD,1081,46.5813,6.73056,2,0,0,0,0,0
2020-03-27,VD,1042,46.6242,6.57486,13,2,0,0,0,0
2020-03-27,NE,2000,47.0094,6.9381,19,0,2,0,0,1
2020-03-27,VD,1055,46.5982,6.69172,8,0,3,0,0,1
2020-03-27,VS,1950,46.2304,7.36599,13,1,2,0,0,0
2020-03-27,VD,1094,46.5084,6.67363,9,0,1,0,0,0
2020-03-27,BE,3422,47.0814,7.56906,1,0,0,0,0,0
2020-03-27,FR,1618,46.5215,6.94591,9,0,0,0,0,2
2020-03-27,NE,2035,46.9851,6.87557,1,0,0,0,0,0
2020-03-27,VD,1417,46.7142,6.64441,4,0,0,0,0,0
2020-03-27,VD,1037,46.6014,6.6085,8,0,0,0,0,0
2020-03-27,VD,1052,46.5548,6.64014,31,1,6,1,0,1
2020-03-27,FR,1663,46.5777,7.08049,4,0,0,0,0,0
2020-03-27,VD,1090,46.5161,6.70255,10,0,1,0,0,1
2020-03-27,VD,1054,46.5899,6.58589,8,0,1,0,0,0
2020-03-27,VD,1023,46.5585,6.57731,17,0,0,0,0,0
2020-03-27,NE,2013,46.9696,6.86092,7,0,0,0,0,0
2020-03-27,VD,1000,46.552,6.65231,7,0,1,0,0,0
2020-03-27,VD,1003,46.552,6.65231,40,2,2,1,0,1
2020-03-27,VS,1874,46.1588,6.84583,3,0,0,0,0,0
2020-03-27,FR,1568,46.8994,6.95693,1,0,0,0,0,2
2020-03-27,GE,1206,46.2084,6.1427,21,1,2,1,0,1
2020-03-27,VD,1096,46.4991,6.7317,7,0,0,0,0,0
2020-03-27,VD,1020,46.5353,6.59366,34,1,6,0,0,3
2020-03-27,VD,1095,46.5151,6.69896,31,0,4,0,0,0
2020-03-27,VD,1800,46.4642,6.84805,33,2,0,0,0,1
2020-03-27,VD,1122,46.5562,6.50891,1,0,0,0,0,0
2020-03-27,FR,1652,46.6248,7.11427,3,0,0,0,0,0
2020-03-27,VD,1260,46.3864,6.22624,35,1,2,0,0,0
2020-03-27,VD,1043,46.6511,6.67197,3,0,0,0,0,0
2020-03-27,GE,1224,46.1936,6.1815,9,0,3,0,0,1
2020-03-27,VD,1613,46.5531,6.87864,4,0,0,0,0,0
2020-03-27,GE,1202,46.2058,6.14139,29,5,1,0,0,3
2020-03-27,NE,2017,46.9531,6.80775,6,0,0,0,0,0
2020-03-27,ZH,8004,47.3828,8.53081,7,0,1,0,0,3
2020-03-27,VD,1072,46.5379,6.76285,1,0,1,0,0,0
2020-03-27,JU,2942,47.4284,7.12625,1,0,0,0,0,0
2020-03-27,VD,1007,46.5196,6.63233,77,1,9,0,0,3
2020-03-27,VD,1022,46.528,6.57367,18,2,0,0,0,3
2020-03-27,VS,3960,46.2783,7.51565,6,0,0,0,0,1
2020-03-27,JU,2902,47.3877,7.07682,1,0,0,0,0,0
2020-03-27,VD,1008,46.5389,6.60497,45,1,4,0,0,1
2020-03-27,VD,1027,46.5299,6.51693,5,0,0,0,0,0
2020-03-27,VD,1041,46.6123,6.69362,6,0,1,1,0,0
2020-03-27,VD,1196,46.4198,6.27291,11,0,0,0,0,0
2020-03-27,GE,1226,46.1961,6.20442,10,2,1,0,0,1
2020-03-27,VD,1093,46.5133,6.67741,10,1,0,0,0,0
2020-03-27,VD,1026,46.5194,6.5338,13,0,1,0,0,0
2020-03-27,BE,3006,46.9452,7.46987,3,0,0,0,0,0
2020-03-27,VD,1422,46.8146,6.64445,6,0,1,0,0,0
2020-03-27,VD,1844,46.4038,6.96895,8,0,0,0,0,0
2020-03-27,VD,1373,46.7065,6.56894,12,0,0,0,0,1
2020-03-27,VD,1170,46.4906,6.38512,3,0,1,1,0,1
2020-03-27,VD,1400,46.7743,6.63711,47,3,2,0,0,4
2020-03-27,VS,1936,46.1001,7.22528,2,0,3,1,0,3
2020-03-27,VD,1323,46.6847,6.46105,2,1,0,0,0,0
2020-03-27,VD,1290,46.2915,6.14541,8,0,2,1,0,2
2020-03-27,VD,1033,46.5781,6.59439,14,0,1,0,0,0
2020-03-27,VS,1893,46.2791,6.92632,2,0,0,0,0,0
2020-03-27,FR,1752,46.7944,7.12514,11,0,2,0,0,0
2020-03-27,GE,1214,46.2107,6.09444,2,0,0,0,0,0
2020-03-27,VD,1441,46.7981,6.6039,1,0,0,0,0,0
2020-03-27,GE,1284,46.1481,5.97986,3,0,1,0,0,0
